순번,요리분류,음식명,인분,출처,재료명1,코드1,용량1,재료명2,코드2,용량2,재료명3,코드3,용량3,재료명4,코드4,용량4,재료명5,코드5,용량5,재료명6,코드6,용량6,재료명7,코드7,용량7,재료명8,코드8,용량8,재료명9,코드9,용량9,재료명10,코드10,용량10,재료명11,코드11,용량11,재료명12,코드12,용량12,재료명13,코드13,용량13,재료명14,코드14,용량14,재료명15,코드15,용량15,재료명16,코드16,용량16,재료명17,코드17,용량17,재료명18,코드18,용량18,재료명19,코드19,용량19,재료명20,코드20,용량20
449,식사,닭가슴살미역초무침,1,더 쉽고 더 맛있게 고단백 저탄수화물 다이어트 레시피/위즈덤하우스,미역(말린것),L0130000001a,10.0,닭가슴살(삶은것),I008000D029b,100.0,오이,F1480010000a,30.0,파프리카,F194000C010a,40.0,현미식초,R0220080009a,30.0,양조간장,R0010010009a,7.5,들기름,N0030000009a,7.5,검정깨,E0260010001a,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,식사,연두부아보카도샐러드,1,더 쉽고 더 맛있게 고단백 저탄수화물 다이어트 레시피/위즈덤하우스,연두부,D0150030009a,130.0,아보카도,H0640000000a,85.0,달걀,J0030000000a,55.0,토마토,F1860000000a,70.0,오이,F1480010000a,30.0,양파,F1320000000a,30.0,발사믹식초,R0220090009a,15.0,올리브유,N0170000009a,15.0,치아씨,E038000B171a,15.0,파프리카가루,R0390000005a,2.0,흑후추,R0410010005a,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,식사,참치스크램블드에그,1,더 쉽고 더 맛있게 고단백 저탄수화물 다이어트 레시피/위즈덤하우스,다랑어(통조림),K039001000Sa,100.0,달걀,J0030000000a,55.0,양파,F1320000000a,80.0,당근,F041000B090a,45.0,아보카도유,N0320000009a,10.0,흑후추,R0410010005a,2.0,소금,R0200000009a,2.0,파슬리,F1930000000a,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,식사,시금치닭가슴살전,1,더 쉽고 더 맛있게 고단백 저탄수화물 다이어트 레시피/위즈덤하우스,시금치,F1150000000a,50.0,닭가슴살(삶은것),I008000D029b,60.0,달걀,J0030000000a,110.0,마카다미아,E012000000Dn,80.0,마늘,F053000B060a,10.0,두유(대두),D0170000009a,67.0,전분(감자),B0140010005a,15.0,올리브유,N0170000009a,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,식사,갈릭치즈닭가슴살플레이트,1,더 쉽고 더 맛있게 고단백 저탄수화물 다이어트 레시피/위즈덤하우스,닭가슴살,I008000D020a,130.0,마늘,F053000B060a,20.0,양송이버섯,G0180000000a,10.0,청상추,F1010032490a,20.0,토마토,F1860000000a,60.0,모짜렐라치즈,M0100020009a,10.0,아보카도유,N0320000009a,10.0,흑후추,R0410010005a,2.0,파슬리,F1930000000a,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,식사,저염두부김치,1,더 쉽고 더 맛있게 고단백 저탄수화물 다이어트 레시피/위즈덤하우스,두부,D0150000009a,145.0,배추김치,F2050070009a,50.0,양배추,F1290000000a,50.0,부추,F0910010000a,30.0,양파,F1320000000a,40.0,청양고추,F0180080000a,10.0,아보카도유,N0320000009a,5.0,들기름,N0030000009a,7.5,검정깨,E0260010001a,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,식사,칠리드레싱,1,더 쉽고 더 맛있게 고단백 저탄수화물 다이어트 레시피/위즈덤하우스,칠리소스,R0620000009a,15.0,올리브유,N0170000009a,15.0,사과식초,R0220030009a,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,식사,닭가슴살콩나물팽이버섯볶음,1,더 쉽고 더 맛있게 고단백 저탄수화물 다이어트 레시피/위즈덤하우스,닭가슴살(삶은것),I008000D029b,100.0,콩나물,F1820000000a,100.0,팽이버섯,G0250010000a,75.0,마늘,F053000B060a,10.0,청양고추,F0180080000a,10.0,굴소스,R0080000009a,5.0,올리브유,N0170000009a,7.5,고춧가루,R0070000005a,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,식사,토마토오므라이스,1,더 쉽고 더 맛있게 고단백 저탄수화물 다이어트 레시피/위즈덤하우스,달걀,J0030000000a,110.0,현미밥,A013000A069a,96.0,새송이버섯,G0230000000a,96.0,애호박,F1980050000a,40.0,청양고추,F0180080000a,6.0,샐러리,F1070000000a,12.0,토마토소스,R0380000009a,15.0,소금,R0200000009a,2.0,올리브유,N0170000009a,6.0,칠리소스,R0620000009a,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,식사,오트밀버섯리조또,1,더 쉽고 더 맛있게 고단백 저탄수화물 다이어트 레시피/위즈덤하우스,오트밀,A0020000009a,35.0,팽이버섯,G0250010000a,20.0,모짜렐라치즈,M0100020009a,15.0,카레가루,R0340000005a,5.0,흑후추,R0410010005a,2.0,두유(대두),D0170000009a,200.0,당근,F041000B090a,20.0,양파,F1320000000a,20.0,완두(생것),D0080000000a,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,식사,아몬드닭볶음,1,더 쉽고 더 맛있게 고단백 저탄수화물 다이어트 레시피/위즈덤하우스,닭가슴살(삶은것),I008000D029b,100.0,아몬드,E0200000001a,20.0,새송이버섯,G0230000000a,80.0,양파,F1320000000a,25.0,피망,F196000C020a,7.0,파프리카,F194000C010a,28.0,당근,F041000B090a,20.0,올리브유,N0170000009a,4.5,마늘,F053000B060a,4.0,칠리소스,R0620000009a,9.0,케첩,R0380010009a,6.0,꿀,C0030000009a,6.0,고춧가루,R0070000005a,2.0,,,,,,,,,,,,,,,,,,,,,
460,식사,소고기가지덮밥,1,더 쉽고 더 맛있게 고단백 저탄수화물 다이어트 레시피/위즈덤하우스,가지,F0030000000a,96.0,소고기우둔살,I027004D260a,60.0,달걀,J0030000000a,55.0,현미밥,A013000A069a,100.0,양파,F1320000000a,20.0,청양고추,F0180080000a,6.0,마늘,F053000B060a,6.0,굴소스,R0080000009a,6.0,올리브유,N0170000009a,6.0,들깨,E0050000001a,9.0,흑후추,R0410010005a,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,식사,낫토티야,1,더 쉽고 더 맛있게 고단백 저탄수화물 다이어트 레시피/위즈덤하우스,닭가슴살(삶은것),I008000D029b,75.0,나토,R0100000009a,45.0,난빵,A0210240009a,45.0,깻잎,F049000B140a,6.0,파프리카,F194000C010a,24.0,양파,F1320000000a,14.0,청양고추,F0180080000a,4.0,체다치즈,M0100040009a,18.0,카레가루,R0340000005a,3.0,흑후추,R0410010005a,2.0,올리브유,N0170000009a,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,식사,참치채소들깨죽,1,더 쉽고 더 맛있게 고단백 저탄수화물 다이어트 레시피/위즈덤하우스,다랑어(통조림),K039001000Sa,84.0,현미밥,A013000A069a,96.0,양파,F1320000000a,26.0,당근,F041000B090a,28.0,브로콜리,F0920000000a,26.0,느타리버섯,G0040000000a,40.0,올리브유,N0170000009a,6.0,양조간장,R0010010009a,6.0,들깨,E0050000001a,15.0,들기름,N0030000009a,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,식사,훈제오리버섯볶음밥,1,더 쉽고 더 맛있게 고단백 저탄수화물 다이어트 레시피/위즈덤하우스,오리고기,I040000B030a,80.0,현미밥,A013000A069a,80.0,병아리콩,D0210010001a,40.0,새송이버섯,G0230000000a,64.0,부추,F0910010000a,34.0,양파,F1320000000a,18.0,당근,F041000B090a,17.0,청양고추,F0180080000a,6.0,치아씨,E038000B171a,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,식사,비트카레,1,더 쉽고 더 맛있게 고단백 저탄수화물 다이어트 레시피/위즈덤하우스,비트,F095000B090a,80.0,새송이버섯,G0230000000a,32.0,당근,F041000B090a,24.0,양파,F1320000000a,22.0,연근,F1410000000a,20.0,닭가슴살(삶은것),I008000D029b,75.0,코코넛유,N0210000009a,6.0,우유(저지방),M0090040009a,120.0,카레가루,R0340000005a,15.0,고춧가루,R0070000005a,0.4,현미밥,A013000A069a,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,식사,버섯크림프렌치토스트,1,더 쉽고 더 맛있게 고단백 저탄수화물 다이어트 레시피/위즈덤하우스,식빵,A0210120009a,35.0,달걀,J0030000000a,55.0,두유(대두),D0170000009a,60.0,새송이버섯,G0230000000a,96.0,브로콜리,F0920000000a,30.0,양파,F1320000000a,20.0,모짜렐라치즈,M0100020009a,14.0,소금,R0200000009a,0.7,코코넛유,N0210000009a,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,식사,닭가슴살햄,1,더 쉽고 더 맛있게 고단백 저탄수화물 다이어트 레시피/위즈덤하우스,닭가슴살,I008000D020a,130.0,당근,F041000B090a,30.0,브로콜리,F0920000000a,24.0,마늘,F053000B060a,3.0,청양고추,F0180080000a,4.0,바질,F0800010000a,3.0,체다치즈,M0100040009a,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,식사,오징어콩나물볶음밥,1,더 쉽고 더 맛있게 고단백 저탄수화물 다이어트 레시피/위즈덤하우스,오징어,K6230000000a,74.0,콩나물,F1820000000a,60.0,현미밥,A013000A069a,96.0,대파,F1910040000a,8.0,청양고추,F0180080000a,6.0,양파,F1320000000a,20.0,부추,F0910010000a,20.0,느타리버섯,G0040000000a,35.0,아보카도유,N0320000009a,6.0,양조간장,R0010010009a,9.0,고춧가루,R0070000005a,6.0,들기름,N0030000009a,9.0,검정깨,E0260010001a,0.4,,,,,,,,,,,,,,,,,,,,,
468,식사,오트밀닭죽,1,더 쉽고 더 맛있게 고단백 저탄수화물 다이어트 레시피/위즈덤하우스,오트밀,A0020000009a,34.0,닭가슴살(삶은것),I008000D029b,75.0,애호박,F1980050000a,29.0,당근,F041000B090a,26.0,양파,F1320000000a,22.0,청양고추,F0180080000a,6.0,달걀,J0030000000a,22.0,올리브유,N0170000009a,3.0,양조간장,R0010010009a,6.0,들기름,N0030000009a,9.0,흑후추,R0410010005a,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,식사,흰강낭콩크림수프,1,더 쉽고 더 맛있게 고단백 저탄수화물 다이어트 레시피/위즈덤하우스,강낭콩,D0010000000a,80.0,팽이버섯,G0250010000a,10.0,양파,F1320000000a,32.0,브로콜리,F0920000000a,32.0,베이컨,I0210000009a,16.0,체다치즈,M0100040009a,11.0,두유(대두),D0170000009a,80.0,아보카도유,N0320000009a,6.0,소금,R0200000009a,0.4,흑후추,R0410010005a,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,디저트/스무디,비트주스,1,더 쉽고 더 맛있게 고단백 저탄수화물 다이어트 레시피/위즈덤하우스,비트,F095000B090a,140.0,당근,F041000B090a,70.0,사과(부사),H0500020000a,70.0,레몬과즙,H0250000009a,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,디저트/스무디,시금치스무디볼,1,더 쉽고 더 맛있게 고단백 저탄수화물 다이어트 레시피/위즈덤하우스,시금치,F1150000000a,70.0,바나나,H0370000000a,100.0,두유(대두),D0170000009a,100.0,딸기,H0190010000a,125.0,파인애플,H0920000000a,60.0,블루베리,H0470000000a,50.0,아몬드,E0200000001a,50.0,서리태,D0120050001a,50.0,아몬드,E0200000001a,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,디저트/스무디,토마토당근주스,1,더 쉽고 더 맛있게 고단백 저탄수화물 다이어트 레시피/위즈덤하우스,토마토,F1860000000a,140.0,당근,F041000B090a,100.0,코코넛(과즙),E0310000619a,200.0,올리브유,N0170000009a,5.0,레몬과즙,H0250000009a,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,디저트/스무디,파프리카키위주스,1,더 쉽고 더 맛있게 고단백 저탄수화물 다이어트 레시피/위즈덤하우스,파프리카,F194000C010a,150.0,키위,H0900000000a,100.0,코코넛(과즙),E0310000619a,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,디저트/스무디,연근사과스무디,1,더 쉽고 더 맛있게 고단백 저탄수화물 다이어트 레시피/위즈덤하우스,연근,F1410000000a,90.0,사과(부사),H0500020000a,130.0,우유(저지방),M0090040009a,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,디저트/스무디,샐러리파인애플주스,1,더 쉽고 더 맛있게 고단백 저탄수화물 다이어트 레시피/위즈덤하우스,샐러리,F1070000000a,100.0,파인애플,H0920000000a,80.0,코코넛(과즙),E0310000619a,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,디저트/스무디,검은콩바나나두부쉐이크,1,더 쉽고 더 맛있게 고단백 저탄수화물 다이어트 레시피/위즈덤하우스,바나나,H0370000000a,100.0,두부,D0150000009a,100.0,서리태,D0120050001a,50.0,두유(대두),D0170000009a,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
