순번,요리분류,음식명,인분,출처,재료명1,코드1,용량1,재료명2,코드2,용량2,재료명3,코드3,용량3,재료명4,코드4,용량4,재료명5,코드5,용량5,재료명6,코드6,용량6,재료명7,코드7,용량7,재료명8,코드8,용량8,재료명9,코드9,용량9,재료명10,코드10,용량10,재료명11,코드11,용량11,재료명12,코드12,용량12,재료명13,코드13,용량13,재료명14,코드14,용량14,재료명15,코드15,용량15,재료명16,코드16,용량16,재료명17,코드17,용량17,재료명18,코드18,용량18,재료명19,코드19,용량19,재료명20,코드20,용량20
174,무침류,부추무침,1,1회 분량으로 보는 소비자가 알기 쉬운 식품영양가표/(주) 교문사/㈜ 교문사,부추,F0910010000a,32.8,멸치액젓,K069001000Ia,1.5,고춧가루,R0070000005a,1.0,마늘,F053000B060a,0.8,설탕,C0110000005a,0.7,흰깨,E0260020009n,0.7,소금,R0200000009a,0.3,참기름,N0200000009a,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,무침류,상추겉절이,1,1회 분량으로 보는 소비자가 알기 쉬운 식품영양가표/(주) 교문사/㈜ 교문사,적상추,F1010032500a,30.2,양조간장,R0010010009a,3.5,쪽파,F1910030000a,3.2,사과식초,R0220030009a,1.3,고춧가루,R0070000005a,0.9,참기름,N0200000009a,0.8,마늘,F053000B060a,0.8,흰깨,E0260020009n,0.6,매실액,H030000000Ha,0.5,설탕,C0110000005a,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,무침류,새우젓무침,1,1회 분량으로 보는 소비자가 알기 쉬운 식품영양가표/(주) 교문사/㈜ 교문사,새우젓,K6130140000a,2.4,쪽파,F1910030000a,0.03,마늘,F053000B060a,0.01,고춧가루,R0070000005a,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,무침류,양념게장,1,1회 분량으로 보는 소비자가 알기 쉬운 식품영양가표/(주) 교문사/㈜ 교문사,꽃게,K6020010000a,30.3,양조간장,R0010010009a,17.6,고춧가루,R0070000005a,2.9,양파,F1320000000a,1.9,마늘,F053000B060a,0.5,쪽파,F1910030000a,0.4,설탕,C0110000005a,0.4,생강페이스트,R0190000009a,0.1,흑후추,R0410010005a,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,무침류,양배추샐러드,1,1회 분량으로 보는 소비자가 알기 쉬운 식품영양가표/(주) 교문사/㈜ 교문사,양배추,F1290000000a,36.0,마요네즈,R0150010009a,11.7,오이,F1480010000a,7.8,피망,F196000C020a,2.2,당근,F041000B090a,1.4,소금,R0200000009a,0.2,흑후추,R0410010005a,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,무침류,양상추샐러드,1,1회 분량으로 보는 소비자가 알기 쉬운 식품영양가표/(주) 교문사/㈜ 교문사,양상추,F1310000000a,40.5,오이,F1480010000a,22.7,마요네즈,R0150010009a,14.2,달걀,J0030000000a,12.7,피망,F196000C020a,7.5,케첩,R0380010009a,5.7,당근,F041000B090a,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,무침류,오이생채,1,1회 분량으로 보는 소비자가 알기 쉬운 식품영양가표/(주) 교문사/㈜ 교문사,오이,F1480010000a,34.4,양파,F1320000000a,3.5,대파,F1910040000a,1.0,고춧가루,R0070000005a,0.6,사과식초,R0220030009a,0.6,고추장,R0050010009a,0.5,설탕,C0110000005a,0.4,마늘,F053000B060a,0.3,참기름,N0200000009a,0.2,소금,R0200000009a,0.2,흰깨,E0260020009n,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,무침류,오이지무침,1,1회 분량으로 보는 소비자가 알기 쉬운 식품영양가표/(주) 교문사/㈜ 교문사,오이지,F150000000Ia,22.9,대파,F1910040000a,0.7,고춧가루,R0070000005a,0.5,마늘,F053000B060a,0.3,설탕,C0110000005a,0.2,사과식초,R0220030009a,0.1,흰깨,E0260020009n,0.1,참기름,N0200000009a,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,무침류,오징어무침,1,1회 분량으로 보는 소비자가 알기 쉬운 식품영양가표/(주) 교문사/㈜ 교문사,오징어,K6230000000a,51.3,고추장,R0050010009a,3.0,오이,F1480010000a,5.0,양파,F1320000000a,2.5,당근,F041000B090a,2.0,청상추,F1010032490a,1.3,풋고추,F0180000620a,1.0,깻잎,F049000B140a,0.7,쪽파,F1910030000a,0.4,참기름,N0200000009a,0.4,고춧가루,R0070000005a,0.3,매실액,H030000000Ha,0.2,양조간장,R0010010009a,0.2,사과식초,R0220030009a,0.2,설탕,C0110000005a,0.1,소금,R0200000009a,0.1,흰깨,E0260020009n,0.1,,,,,,,,,
183,무침류,오징어채무침,1,1회 분량으로 보는 소비자가 알기 쉬운 식품영양가표/(주) 교문사/㈜ 교문사,오징어(말린것),K6230000001a,7.0,물엿,C0070000009a,1.9,고추장,R0050010009a,1.5,양조간장,R0010010009a,0.4,참기름,N0200000009a,0.4,마늘,F053000B060a,0.2,쪽파,F1910030000a,0.2,흰깨,E0260020009n,0.1,설탕,C0110000005a,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,무침류,육회,1,1회 분량으로 보는 소비자가 알기 쉬운 식품영양가표/(주) 교문사/㈜ 교문사,배,H0380010000a,82.7,소고기우둔살,I027004D260a,32.1,달걀,J0030000000a,5.4,참기름,N0200000009a,2.0,잣,E0230000000a,2.0,설탕,C0110000005a,1.3,쪽파,F1910030000a,0.7,소금,R0200000009a,0.6,마늘,F053000B060a,0.5,양조간장,R0010010009a,0.4,흰깨,E0260020009n,0.4,흑후추,R0410010005a,0.2,,,,,,,,,,,,,,,,,,,,,,,,
185,무침류,조개젓무침,1,1회 분량으로 보는 소비자가 알기 쉬운 식품영양가표/(주) 교문사/㈜ 교문사,바지락젓,K414000000Ia,5.2,쪽파,F1910030000a,0.1,마늘,F053000B060a,0.04,참기름,N0200000009a,0.03,고춧가루,R0070000005a,0.01,흰깨,E0260020009n,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,무침류,창란젓무침,1,1회 분량으로 보는 소비자가 알기 쉬운 식품영양가표/(주) 교문사/㈜ 교문사,창난젓,K072002000Ia,6.2,무,F065001B090a,0.1,마늘,F053000B060a,0.01,참기름,N0200000009a,0.01,쪽파,F1910030000a,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,무침류,채소샐러드,1,1회 분량으로 보는 소비자가 알기 쉬운 식품영양가표/(주) 교문사/㈜ 교문사,양배추,F1290000000a,33.1,사과(부사),H0500020000a,18.6,마요네즈,R0150010009a,12.3,토마토,F1860000000a,9.5,건포도,H0980000001a,3.6,오이,F1480010000a,3.5,당근,F041000B090a,2.4,양파,F1320000000a,2.0,양상추,F1310000000a,1.9,파프리카,F194000C010a,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,무침류,파래무무침,1,1회 분량으로 보는 소비자가 알기 쉬운 식품영양가표/(주) 교문사/㈜ 교문사,파래,L0270000000a,19.8,무,F065001B090a,11.6,양조간장,R0010010009a,1.1,사과식초,R0220030009a,1.0,쪽파,F1910030000a,0.6,설탕,C0110000005a,0.5,흰깨,E0260020009n,0.3,고춧가루,R0070000005a,0.3,마늘,F053000B060a,0.3,참기름,N0200000009a,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,무침류,파래무침,1,1회 분량으로 보는 소비자가 알기 쉬운 식품영양가표/(주) 교문사/㈜ 교문사,파래,L0270000000a,19.7,양조간장,R0010010009a,1.5,쪽파,F1910030000a,0.7,사과식초,R0220030009a,0.6,설탕,C0110000005a,0.5,마늘,F053000B060a,0.3,고춧가루,R0070000005a,0.2,참기름,N0200000009a,0.2,흰깨,E0260020009n,0.2,소금,R0200000009a,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,무침류,파무침,1,1회 분량으로 보는 소비자가 알기 쉬운 식품영양가표/(주) 교문사/㈜ 교문사,대파,F1910040000a,71.9,멸치액젓,K069001000Ia,5.0,고춧가루,R0070000005a,3.1,마늘,F053000B060a,2.1,참기름,N0200000009a,1.6,흰깨,E0260020009n,1.0,양조간장,R0010010009a,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,나물류,가지나물,1,1회 분량으로 보는 소비자가 알기 쉬운 식품영양가표/(주) 교문사/㈜ 교문사,가지,F0030000000a,39.8,양파,F1320000000a,1.9,대파,F1910040000a,1.1,양조간장,R0010010009a,1.1,마늘,F053000B060a,0.4,참기름,N0200000009a,0.3,흰깨,E0260020009n,0.3,콩기름,N0220000009a,0.1,고춧가루,R0070000005a,0.1,소금,R0200000009a,0.1,소고기맛조미료,R0310001905a,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,나물류,고구마줄기나물,1,1회 분량으로 보는 소비자가 알기 쉬운 식품영양가표/(주) 교문사/㈜ 교문사,고구마줄기(삶은것),F208000B169b,36.6,대파,F1910040000a,1.1,소금,R0200000009a,0.4,마늘,F053000B060a,0.4,콩기름,N0220000009a,0.3,참기름,N0200000009a,0.2,소고기맛조미료,R0310001905a,0.1,고춧가루,R0070000005a,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,나물류,고사리나물,1,1회 분량으로 보는 소비자가 알기 쉬운 식품영양가표/(주) 교문사/㈜ 교문사,고사리(말린것),F0160000001a,45.9,양조간장,R0010010009a,1.7,대파,F1910040000a,1.2,콩기름,N0220000009a,0.6,참기름,N0200000009a,0.6,마늘,F053000B060a,0.5,소금,R0200000009a,0.5,흰깨,E0260020009n,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,나물류,고춧잎나물,1,1회 분량으로 보는 소비자가 알기 쉬운 식품영양가표/(주) 교문사/㈜ 교문사,고춧잎,F019000B140a,34.4,양조간장,R0010010009a,1.1,대파,F1910040000a,0.6,마늘,F053000B060a,0.4,흰깨,E0260020009n,0.4,참기름,N0200000009a,0.4,고추장,R0050010009a,0.2,소금,R0200000009a,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,나물류,깻잎나물,1,1회 분량으로 보는 소비자가 알기 쉬운 식품영양가표/(주) 교문사/㈜ 교문사,깻잎,F049000B140a,18.9,양파,F1320000000a,3.5,양조간장,R0010010009a,1.3,쪽파,F1910030000a,1.0,콩기름,N0220000009a,0.9,마늘,F053000B060a,0.5,흰깨,E0260020009n,0.3,참기름,N0200000009a,0.3,소금,R0200000009a,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,나물류,도라지나물,1,1회 분량으로 보는 소비자가 알기 쉬운 식품영양가표/(주) 교문사/㈜ 교문사,도라지,F044000B090a,29.6,쪽파,F1910030000a,1.1,콩기름,N0220000009a,0.8,마늘,F053000B060a,0.5,소금,R0200000009a,0.4,참기름,N0200000009a,0.3,흰깨,E0260020009n,0.2,양조간장,R0010010009a,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,나물류,머위나물,1,1회 분량으로 보는 소비자가 알기 쉬운 식품영양가표/(주) 교문사/㈜ 교문사,머위,F0620000000a,27.0,된장,R0120040009a,1.0,쪽파,F1910030000a,0.8,양조간장,R0010010009a,0.6,들깨,E0050000001a,0.5,고추장,R0050010009a,0.5,참기름,N0200000009a,0.5,마늘,F053000B060a,0.2,흰깨,E0260020009n,0.2,소금,R0200000009a,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,나물류,무나물,1,1회 분량으로 보는 소비자가 알기 쉬운 식품영양가표/(주) 교문사/㈜ 교문사,무,F065001B090a,48.6,쪽파,F1910030000a,1.6,콩기름,N0220000009a,0.8,소금,R0200000009a,0.5,마늘,F053000B060a,0.5,흰깨,E0260020009n,0.4,참기름,N0200000009a,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,나물류,미나리나물,1,1회 분량으로 보는 소비자가 알기 쉬운 식품영양가표/(주) 교문사/㈜ 교문사,미나리,F0770020000a,24.6,고추장,R0050010009a,1.0,쪽파,F1910030000a,0.8,양조간장,R0010010009a,0.4,마늘,F053000B060a,0.4,참기름,N0200000009a,0.3,소금,R0200000009a,0.3,흰깨,E0260020009n,0.2,사과식초,R0220030009a,0.2,고춧가루,R0070000005a,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,나물류,배추나물,1,1회 분량으로 보는 소비자가 알기 쉬운 식품영양가표/(주) 교문사/㈜ 교문사,배추,F0870000000a,46.2,된장,R0120040009a,1.1,쪽파,F1910030000a,1.1,양조간장,R0010010009a,0.9,마늘,F053000B060a,0.4,참기름,N0200000009a,0.4,흰깨,E0260020009n,0.3,소금,R0200000009a,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,나물류,비름나물,1,1회 분량으로 보는 소비자가 알기 쉬운 식품영양가표/(주) 교문사/㈜ 교문사,비름,F0930000000a,27.6,흰깨,E0260020009n,2.2,쪽파,F1910030000a,1.2,고추장,R0050010009a,1.0,참기름,N0200000009a,0.7,마늘,F053000B060a,0.5,된장,R0120040009a,0.4,소금,R0200000009a,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,나물류,숙주나물,1,1회 분량으로 보는 소비자가 알기 쉬운 식품영양가표/(주) 교문사/㈜ 교문사,숙주나물,F1120000000a,20.4,쪽파,F1910030000a,0.6,소금,R0200000009a,0.3,참기름,N0200000009a,0.3,마늘,F053000B060a,0.2,흰깨,E0260020009n,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,나물류,시금치나물,1,1회 분량으로 보는 소비자가 알기 쉬운 식품영양가표/(주) 교문사/㈜ 교문사,시금치,F1150000000a,40.5,양조간장,R0010010009a,1.3,마늘,F053000B060a,0.6,쪽파,F1910030000a,0.4,참기름,N0200000009a,0.4,흰깨,E0260020009n,0.2,소금,R0200000009a,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,나물류,시래기나물,1,1회 분량으로 보는 소비자가 알기 쉬운 식품영양가표/(주) 교문사/㈜ 교문사,무시래기,F068000B141b,37.9,된장,R0120040009a,1.4,쪽파,F1910030000a,1.1,참기름,N0200000009a,0.4,마늘,F053000B060a,0.4,양조간장,R0010010009a,0.4,소고기맛조미료,R0310001905a,0.3,소금,R0200000009a,0.2,흰깨,E0260020009n,0.1,설탕,C0110000005a,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,나물류,참나물무침,1,1회 분량으로 보는 소비자가 알기 쉬운 식품영양가표/(주) 교문사/㈜ 교문사,참나물(말린것),F1710010001a,9.5,양조간장,R0010010009a,1.9,쪽파,F1910030000a,1.6,마늘,F053000B060a,0.9,참기름,N0200000009a,0.4,흰깨,E0260020009n,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,나물류,취나물무침,1,1회 분량으로 보는 소비자가 알기 쉬운 식품영양가표/(주) 교문사/㈜ 교문사,취나물,F1770030000a,42.3,된장,R0120040009a,1.2,쪽파,F1910030000a,1.0,양조간장,R0010010009a,0.7,참기름,N0200000009a,0.6,마늘,F053000B060a,0.5,흰깨,E0260020009n,0.2,소금,R0200000009a,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,나물류,콩나물무침,1,1회 분량으로 보는 소비자가 알기 쉬운 식품영양가표/(주) 교문사/㈜ 교문사,콩나물,F1820000000a,29.9,대파,F1910040000a,1.0,마늘,F053000B060a,0.5,소금,R0200000009a,0.5,고춧가루,R0070000005a,0.3,참기름,N0200000009a,0.2,흰깨,E0260020009n,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,나물류,호박나물,1,1회 분량으로 보는 소비자가 알기 쉬운 식품영양가표/(주) 교문사/㈜ 교문사,애호박,F1980050000a,41.8,양파,F1320000000a,5.8,쪽파,F1910030000a,1.7,참기름,N0200000009a,0.6,새우젓,K6130140000a,0.5,콩기름,N0220000009a,0.5,마늘,F053000B060a,0.4,소금,R0200000009a,0.2,흰깨,E0260020009n,0.2,소고기맛조미료,R0310001905a,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,김치 장아찌류,간장게장,1,1회 분량으로 보는 소비자가 알기 쉬운 식품영양가표/(주) 교문사/㈜ 교문사,꽃게,K6020010000a,15.7,양파,F1320000000a,3..2,양조간장,R0010010009a,1.7,마늘,F053000B060a,0.4,설탕,C0110000005a,0.3,대파,F1910040000a,0.2,생강페이스트,R0190000009a,0.2,흑후추,R0410010005a,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,김치 장아찌류,갓김치,1,1회 분량으로 보는 소비자가 알기 쉬운 식품영양가표/(주) 교문사/㈜ 교문사,갓김치,F2050010009a,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,김치 장아찌류,고들빼기김치,1,1회 분량으로 보는 소비자가 알기 쉬운 식품영양가표/(주) 교문사/㈜ 교문사,고들빼기김치,F2050020009a,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,김치 장아찌류,고추장아찌,1,1회 분량으로 보는 소비자가 알기 쉬운 식품영양가표/(주) 교문사/㈜ 교문사,고추장아찌,F0200000009a,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,김치 장아찌류,깍두기,1,1회 분량으로 보는 소비자가 알기 쉬운 식품영양가표/(주) 교문사/㈜ 교문사,깍두기,F2050030009a,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,김치 장아찌류,깻잎김치,1,1회 분량으로 보는 소비자가 알기 쉬운 식품영양가표/(주) 교문사/㈜ 교문사,깻잎,F049000B140a,3.4,소금,R0200000009a,0.3,고춧가루,R0070000005a,0.3,멸치액젓,K069001000Ia,0.2,대파,F1910040000a,0.1,흰깨,E0260020009n,0.1,마늘,F053000B060a,0.1,설탕,C0110000005a,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,김치 장아찌류,깻잎장아찌,1,1회 분량으로 보는 소비자가 알기 쉬운 식품영양가표/(주) 교문사/㈜ 교문사,깻잎장아찌,F0500000009a,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,김치 장아찌류,나박김치,1,1회 분량으로 보는 소비자가 알기 쉬운 식품영양가표/(주) 교문사/㈜ 교문사,나박김치,F2050040009a,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,김치 장아찌류,동치미,1,1회 분량으로 보는 소비자가 알기 쉬운 식품영양가표/(주) 교문사/㈜ 교문사,동치미,F2050050009a,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,김치 장아찌류,마늘장아찌,1,1회 분량으로 보는 소비자가 알기 쉬운 식품영양가표/(주) 교문사/㈜ 교문사,마늘장아찌,F0570000009a,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,김치 장아찌류,매실장아찌(우메보시),1,1회 분량으로 보는 소비자가 알기 쉬운 식품영양가표/(주) 교문사/㈜ 교문사,매실절임,H031000000Ia,15.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,김치 장아찌류,무장아찌,1,1회 분량으로 보는 소비자가 알기 쉬운 식품영양가표/(주) 교문사/㈜ 교문사,무장아찌,F073000B099a,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,김치 장아찌류,무장아찌무침,1,1회 분량으로 보는 소비자가 알기 쉬운 식품영양가표/(주) 교문사/㈜ 교문사,무장아찌,F073000B099a,30.7,양조간장,R0010010009a,1.1,설탕,C0110000005a,0.9,쪽파,F1910030000a,0.7,참기름,N0200000009a,0.7,마늘,F053000B060a,0.6,고춧가루,R0070000005a,0.5,깨소금가루,R0090000005n,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,김치 장아찌류,배추김치,1,1회 분량으로 보는 소비자가 알기 쉬운 식품영양가표/(주) 교문사/㈜ 교문사,배추김치,F2050070009a,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,김치 장아찌류,백김치,1,1회 분량으로 보는 소비자가 알기 쉬운 식품영양가표/(주) 교문사/㈜ 교문사,백김치,F2050080009a,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,김치 장아찌류,부추김치,1,1회 분량으로 보는 소비자가 알기 쉬운 식품영양가표/(주) 교문사/㈜ 교문사,부추,F0910010000a,19.4,멸치액젓,K069001000Ia,1.9,쪽파,F1910030000a,1.5,고춧가루,R0070000005a,1.0,소금,R0200000009a,0.9,마늘,F053000B060a,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,김치 장아찌류,양파초절임,1,1회 분량으로 보는 소비자가 알기 쉬운 식품영양가표/(주) 교문사/㈜ 교문사,양파,F1320000000a,14.9,소금,R0200000009a,4.5,사과식초,R0220030009a,3.5,설탕,C0110000005a,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,김치 장아찌류,열무김치,1,1회 분량으로 보는 소비자가 알기 쉬운 식품영양가표/(주) 교문사/㈜ 교문사,열무김치,F2050090009a,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,김치 장아찌류,오이소박이,1,1회 분량으로 보는 소비자가 알기 쉬운 식품영양가표/(주) 교문사/㈜ 교문사,오이소박이,F2050110009a,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,김치 장아찌류,오이장아찌,1,1회 분량으로 보는 소비자가 알기 쉬운 식품영양가표/(주) 교문사/㈜ 교문사,오이,F1480010000a,9.9,소금,R0200000009a,1.2,양조간장,R0010010009a,1.2,설탕,C0110000005a,0.8,흰깨,E0260020009n,0.6,참기름,N0200000009a,0.6,쪽파,F1910030000a,0.6,흑후추,R0410010005a,0.4,마늘,F053000B060a,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,김치 장아찌류,오이지,1,1회 분량으로 보는 소비자가 알기 쉬운 식품영양가표/(주) 교문사/㈜ 교문사,오이지,F150000000Ia,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,김치 장아찌류,오이피클,1,1회 분량으로 보는 소비자가 알기 쉬운 식품영양가표/(주) 교문사/㈜ 교문사,피클,F149000000Ja,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,김치 장아찌류,총각김치,1,1회 분량으로 보는 소비자가 알기 쉬운 식품영양가표/(주) 교문사/㈜ 교문사,총각김치,F2050140009a,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,김치 장아찌류,파김치,1,1회 분량으로 보는 소비자가 알기 쉬운 식품영양가표/(주) 교문사/㈜ 교문사,파김치,F2050150009a,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,기타류,모듬회,1,1회 분량으로 보는 소비자가 알기 쉬운 식품영양가표/(주) 교문사/㈜ 교문사,다랑어,K0390010000a,47.6,볼락,K0960000000a,38.1,광어,K0270000000a,38.1,연어,K1370000000a,19.0,고추장,R0050010009a,9.5,날치알,K025000D590a,4.8,양조간장,R0010010009a,4.8,고추냉이페이스트,R0510010009a,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,기타류,양념장,1,1회 분량으로 보는 소비자가 알기 쉬운 식품영양가표/(주) 교문사/㈜ 교문사,양조간장,R0010010009a,1.2,쪽파,F1910030000a,0.3,마늘,F053000B060a,0.2,고춧가루,R0070000005a,0.2,깨소금가루,R0090000005n,0.1,참기름,N0200000009a,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,기타류,카레소스,1,1회 분량으로 보는 소비자가 알기 쉬운 식품영양가표/(주) 교문사/㈜ 교문사,카레,R034000000Wa,63.8,감자,B0010060000a,31.1,양파,F1320000000a,15.5,돼지고기안심,I014000D200a,11.2,카레가루,R0340000005a,7.3,당근,F041000B090a,5.7,콩기름,N0220000009a,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,기타류,팥빙수,1,1회 분량으로 보는 소비자가 알기 쉬운 식품영양가표/(주) 교문사/㈜ 교문사,프루트칵테일(통조림),H104000000Ra,14.2,팥,D0180020001a,11.6,아이스크림(바닐라맛),M0060001399a,11.6,설탕,C0110000005a,8.6,젤리,C0150000009a,5.8,찹쌀떡,A0410000009a,5.8,물엿,C0070000009a,4.8,연유,M007000E019a,2.9,시리얼(옥수수),A0290040009a,2.9,소금,R0200000009a,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,발효식품,된장,1,힐리언스 선마을 건강레시피 88/덴스토리 선마을/덴스토리,콩(대두),D0120010001a,16000.0,천일염,R0200030009a,800.0,콩(대두),D0120010001a,800.0,쌀보리,A025005A010a,800.0,고추,F018000C020a,800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,발효식품,간장,1,힐리언스 선마을 건강레시피 89/덴스토리 선마을/덴스토리,콩(대두),D0120010001a,16000.0,천일염,R0200030009a,800.0,콩(대두),D0120010001a,800.0,쌀보리,A025005A010a,800.0,고추,F018000C020a,800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,발효식품,쌈장,1,힐리언스 선마을 건강레시피 90/덴스토리 선마을/덴스토리,된장,R0120040009a,200.0,애호박,F1980050000a,30.0,양파,F1320000000a,30.0,조청(쌀),C0160060009a,20.0,고춧가루,R0070000005a,20.0,멸치말린것(소멸치),K0660001163a,10.0,마늘,F053000B060a,10.0,재래간장,R0010030009a,10.0,들기름,N0030000009a,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,발효식품,배추김치,1,힐리언스 선마을 건강레시피 91/덴스토리 선마을/덴스토리,배추,F0870000000a,6000.0,무,F065001B090a,1000.0,갓,F0040000000a,150.0,실파,F1910020000a,80.0,찹쌀가루,A0380000005a,70.0,고춧가루,R0070000005a,260.0,천일염,R0200030009a,250.0,시바새우,K6130130000a,200.0,새우젓,K6130140000a,80.0,굴,K4040010000a,80.0,마늘,F053000B060a,80.0,멸치액젓,K069001000Ia,50.0,청각,L0230000000a,30.0,생강페이스트,R0190000009a,30.0,멸치액젓,K069001000Ia,15.0,,,,,,,,,,,,,,,
